* DMS Fastgraph population variation export
* Rig: B&K 5128
* Dataset: ARI + AXD/SONICOM + SoundSphere2
* Measurement Type: blocked-ear-canal in-ear HRTF SOFA data
* Population Units: 749 listeners, one bilateral diffuse-field curve per listener
* Database Counts: ARI=263; AXD/SONICOM=408; SoundSphere2=78
* Weighting: equal listener weighting; all available directions and both receivers averaged per listener
* EQ Applied: No
* Channel Side: bilateral
* Export Type: Variation Band
* Export Date: 2026-07-29 14:48:15
* Compensated: Yes
* HRTF Files: 5128 canal approximation.txt; 5128 DF.txt
* Canal Correction: above 1 kHz, blocked-canal response + 5128 canal transfer function; below 1 kHz, smoothly transitioned to aligned 5128 DF line; 16-20 kHz high-frequency slope blended toward aligned 5128 DF
* Listener Normalization: 0 dB at 1 kHz before canal correction
* Variation Sweeps: 749 listener curves
* Smoothing: 1/48 octave
* Percentiles: p10/p25/median/p75/p90 across listeners
* Normalization: Fastgraph 1 kHz normalization above transition; DF line aligned to the 1 kHz median
* Points: log-spaced
*
* Low-Frequency Reference: 5128 DF.txt
* DF Transition: smooth log-frequency blend; original VAR at 1 kHz, single DF line at 500 Hz and below
* DF Alignment: DF curve offset to match the original population median at 1 kHz
* High-Frequency Treatment: smooth 16-17 kHz handoff, then 5128 DF slope through 20 kHz
* High-Frequency Alignment: DF curve aligned to the measured median at 16 kHz; 16 kHz percentile offsets held through 20 kHz
* Frequency(Hz)	P10(dB)	P25(dB)	Median(dB)	P75(dB)	P90(dB)
13832.3685	-4.000694	-2.325992	-0.477601	1.492255	3.146544
13912.2905	-3.975720	-2.311884	-0.473675	1.505894	3.126782
13992.6742	-3.953587	-2.317186	-0.462849	1.461565	3.145055
14073.5223	-4.011217	-2.308929	-0.446518	1.428829	3.183329
14154.8376	-3.963000	-2.313140	-0.394004	1.372077	3.161702
14236.6227	-3.930423	-2.270652	-0.437809	1.328915	3.103224
14318.8804	-3.859068	-2.240332	-0.452034	1.322456	3.140331
14401.6133	-3.868104	-2.229964	-0.460254	1.325548	3.168040
14484.8243	-3.866713	-2.254303	-0.488043	1.374215	3.185617
14568.5161	-3.750344	-2.267411	-0.540312	1.390933	3.068792
14652.6914	-3.751444	-2.271773	-0.558305	1.414941	3.139504
14737.3530	-3.782863	-2.225507	-0.604303	1.416647	3.159808
14822.5039	-3.782842	-2.304350	-0.600577	1.293163	3.228760
14908.1467	-3.919347	-2.341054	-0.646859	1.259904	3.183823
14994.2843	-3.948686	-2.298250	-0.670742	1.245452	3.168678
15080.9197	-3.899371	-2.362473	-0.705802	1.173614	3.159799
15168.0556	-3.870420	-2.468591	-0.725157	1.147972	3.142713
15255.6950	-3.916651	-2.585349	-0.770682	1.135989	3.085463
15343.8407	-4.036075	-2.625459	-0.881082	1.059526	3.110841
15432.4958	-4.199818	-2.693441	-1.054980	1.099302	3.111710
15521.6631	-4.394010	-2.778945	-1.045337	1.102485	3.096350
15611.3456	-4.486436	-2.892988	-1.141339	1.029740	3.099271
15701.5462	-4.636068	-3.080659	-1.233891	1.064445	3.028408
15792.2681	-4.877388	-3.266098	-1.340746	0.967439	2.961607
15883.5141	-5.188084	-3.491509	-1.480196	0.924860	2.853027
15975.2873	-5.460009	-3.673753	-1.613571	0.841838	2.764412
16067.5908	-5.803184	-3.837475	-1.729579	0.734223	2.691963
16160.4276	-6.109766	-3.961204	-1.889329	0.674969	2.636285
16253.8008	-6.528493	-4.173819	-1.983944	0.600296	2.536621
16347.7135	-6.906420	-4.241172	-2.053664	0.545613	2.453996
16442.1688	-7.095029	-4.270439	-2.079374	0.478109	2.412839
16537.1699	-6.971572	-4.268539	-2.126570	0.457255	2.379311
16632.7199	-6.901538	-4.271324	-2.168074	0.377382	2.339465
16728.8219	-6.750238	-4.295317	-2.205227	0.308425	2.273950
16825.4793	-6.537608	-4.346267	-2.274763	0.213824	2.164158
16922.6951	-6.336480	-4.443979	-2.381141	0.082616	2.014191
17020.4726	-6.383166	-4.596910	-2.536728	-0.081319	1.841255
17118.8150	-6.565049	-4.778793	-2.718611	-0.263202	1.659372
17217.7257	-6.758245	-4.971989	-2.911807	-0.456398	1.466176
17317.2078	-6.958111	-5.171855	-3.111673	-0.656264	1.266310
17417.2648	-7.160022	-5.373766	-3.313584	-0.858175	1.064399
17517.8998	-7.360174	-5.573918	-3.513736	-1.058327	0.864247
17619.1164	-7.554622	-5.768366	-3.708184	-1.252775	0.669799
17720.9177	-7.738224	-5.951968	-3.891786	-1.436377	0.486197
17823.3073	-7.900458	-6.114202	-4.054020	-1.598611	0.323963
17926.2884	-8.038336	-6.252080	-4.191898	-1.736489	0.186085
18029.8646	-8.148779	-6.362523	-4.302341	-1.846932	0.075642
18134.0392	-8.230186	-6.443930	-4.383748	-1.928339	-0.005765
18238.8157	-8.280473	-6.494217	-4.434035	-1.978626	-0.056052
18344.1976	-8.305357	-6.519101	-4.458919	-2.003510	-0.080936
18450.1884	-8.318166	-6.531910	-4.471728	-2.016319	-0.093745
18556.7916	-8.323756	-6.537500	-4.477318	-2.021909	-0.099335
18664.0107	-8.325872	-6.539616	-4.479434	-2.024025	-0.101451
18771.8493	-8.326670	-6.540414	-4.480232	-2.024823	-0.102249
18880.3111	-8.326732	-6.540476	-4.480294	-2.024885	-0.102311
18989.3994	-8.326732	-6.540476	-4.480294	-2.024885	-0.102311
19099.1181	-8.326732	-6.540476	-4.480294	-2.024885	-0.102311
19209.4708	-8.326732	-6.540476	-4.480294	-2.024885	-0.102311
19320.4610	-8.326732	-6.540476	-4.480294	-2.024885	-0.102311
19432.0926	-8.327457	-6.541201	-4.481019	-2.025610	-0.103036
19544.3691	-8.327732	-6.541476	-4.481294	-2.025885	-0.103311
19657.2943	-8.327732	-6.541476	-4.481294	-2.025885	-0.103311
19770.8721	-8.327732	-6.541476	-4.481294	-2.025885	-0.103311
19885.1060	-8.327732	-6.541476	-4.481294	-2.025885	-0.103311
20000.0000	-8.327732	-6.541476	-4.481294	-2.025885	-0.103311
